BRCODE,BRANCH_NAME,CIRCD,CIRCLE,NETWORK,MODCD,MODULE,REGION,POPCD,POPULATION,STATECD,STATE,DISTCD,DISTRICT,MICR,CENTRECD,CENTERNAME
12935,CHINNA KANCHIPURAM,3,CHENNAI,1,2,CHENNAI-II,3,3,Urban,38,TAMILNADU,36,KANCHIPURAM,,9030006,KANCHEEPURAM
12988,ALAGANKULAM,3,CHENNAI,2,6,TRICHIRAPALLI,3,1,Rural,38,TAMILNADU,20,RAMANATHAPURAM,,9320281,ALAGANKULAM
13061,DAC COIMBATORE,3,CHENNAI,2,2,CHENNAI-II,9,3,Urban,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
13065,ICF BRANCHCHENNAI,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
13068,G N CHETTY STREET T NAGAR,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
13074,KATPADI,3,CHENNAI,1,1,CHENNAI-I,4,2,Semi-Urban,38,TAMILNADU,16,VELLORE,,9040323,KATPADI
13075,KAVERIPAKKAM,3,CHENNAI,1,1,CHENNAI-I,4,2,Semi-Urban,38,TAMILNADU,16,VELLORE,,9040045,ARAKONAM
13158,VILANGUDI,3,CHENNAI,2,5,MADURAI,1,2,Semi-Urban,38,TAMILNADU,12,MADURAI,,9300254,VILANGUDI
13166,SARCPONDICHERRY,3,CHENNAI,1,9,BRANCHES UNDER GM,4,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,9900007,PONDICHERRY
13167,SARCTIRUCHIRAPALLI,3,CHENNAI,2,6,TRICHIRAPALLI,1,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9100008,TIRUCHIRAPPALLI
13241,SME BRCHENNAI,3,CHENNAI,1,1,CHENNAI-I,9,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
13242,RAJAJI SALAI,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,600002182,9000009,CHENNAI
13361,SME ADYAR,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
13362,SME VIRUDHUNAGAR,3,CHENNAI,2,5,MADURAI,2,2,Semi-Urban,38,TAMILNADU,7,VIRUDUNAGAR,,9260485,VIRUDHUNAGAR
13383,CHROMEPET,3,CHENNAI,1,2,CHENNAI-II,3,3,Urban,38,TAMILNADU,36,KANCHIPURAM,,9030496,PALLAVARAM
13393,THANTHONI,3,CHENNAI,2,6,TRICHIRAPALLI,4,2,Semi-Urban,38,TAMILNADU,9,KARUR,,9120324,THANTHONI
13437,KARAMADAI,3,CHENNAI,2,4,COIMBATORE,2,2,Semi-Urban,38,TAMILNADU,4,COIMBATORE,,9200094,KARAMADAI
13438,AVANASHI ROADCOIMBATORE,3,CHENNAI,2,4,COIMBATORE,1,2,Semi-Urban,38,TAMILNADU,4,COIMBATORE,,9200874,KALAPATTI
13442,PERUR,3,CHENNAI,2,4,COIMBATORE,1,1,Rural,38,TAMILNADU,4,COIMBATORE,,9200282,PERUR
13477,KANNIVADI,3,CHENNAI,2,6,TRICHIRAPALLI,4,2,Semi-Urban,38,TAMILNADU,1,DINDIGUL,,9390263,KANNIVADI
13831,IRUNGATTUKOTTAI,3,CHENNAI,1,2,CHENNAI-II,3,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030643,SRIPERUMBUDUR
13832,VANDALUR,3,CHENNAI,1,2,CHENNAI-II,4,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030853,VANDALUR
13833,ELAYIRAMPANNAI,3,CHENNAI,2,5,MADURAI,2,1,Rural,38,TAMILNADU,7,VIRUDUNAGAR,,9260142,ELAYIRAMPANNAI
13834,PALANICHETTIPATTI,3,CHENNAI,2,5,MADURAI,4,2,Semi-Urban,38,TAMILNADU,31,THENI,,9420005,THENI ALLINAGARAM
13835,WATRAP,3,CHENNAI,2,5,MADURAI,2,1,Rural,38,TAMILNADU,7,VIRUDUNAGAR,,9260501,WATRAP
13836,SILATTUR,3,CHENNAI,2,6,TRICHIRAPALLI,2,1,Rural,38,TAMILNADU,18,PUDUKOTTAI,,9380391,SILATTUR
13837,KURUMBALUR,3,CHENNAI,1,5,MADURAI,2,2,Semi-Urban,38,TAMILNADU,33,PERAMBALUR,,9140263,KURUMBALUR
13838,POWER HOUSE BRANCH KODAMBAKKAM,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
13857,RCPC PONDICHERRY,3,CHENNAI,1,9,BRANCHES UNDER GM,4,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,,
14160,PADIYANALLUR,3,CHENNAI,1,1,CHENNAI-I,3,2,Semi-Urban,38,TAMILNADU,2,TIRUVALLUR,,9021434,PADIANALLUR
14178,KANJIKOIL,3,CHENNAI,2,4,COIMBATORE,3,2,Semi-Urban,38,TAMILNADU,32,ERODE,,9240153,KANJIKOIL
14203,KAMUTHI,3,CHENNAI,2,6,TRICHIRAPALLI,3,2,Semi-Urban,38,TAMILNADU,20,RAMANATHAPURAM,,9320023,KAMUTHI
14254,VELIANKADU,3,CHENNAI,2,4,COIMBATORE,2,1,Rural,38,TAMILNADU,4,COIMBATORE,,9201372,VELLIANGADU 
14360,MAHENDRAGIRI,3,CHENNAI,2,5,MADURAI,3,1,Rural,38,TAMILNADU,30,TIRUNELVELI,,9340522,RADHAPURAM
14361,TIDEL PARKCOIMBATORE,3,CHENNAI,2,4,COIMBATORE,1,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
14370,ADIRAMPATTINAM,3,CHENNAI,2,6,TRICHIRAPALLI,2,2,Semi-Urban,38,TAMILNADU,26,THANJAVUR,,9080074,ADIRAMAPATTINAM
14376,SME AMBATTUR,3,CHENNAI,1,1,CHENNAI-I,3,4,Metro,38,TAMILNADU,2,TIRUVALLUR,,9021879,CHENNAI 
14400,PERALAM,3,CHENNAI,2,6,TRICHIRAPALLI,5,1,Rural,38,TAMILNADU,27,TIRUVARUR,,9070332,PERALAM 
14401,AVUDAYARKOVIL,3,CHENNAI,2,6,TRICHIRAPALLI,2,1,Rural,38,TAMILNADU,18,PUDUKOTTAI,,9380312,AVADAIYAR KOVIL
14402,VEDARANYAM,3,CHENNAI,2,6,TRICHIRAPALLI,5,2,Semi-Urban,38,TAMILNADU,19,NAGAPATTINAM,,9090994,VEDARANYAM
14439,AGRI COMM BR COIMBATORE,3,CHENNAI,2,4,COIMBATORE,1,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
14440,AYYAMPETTAI,3,CHENNAI,2,6,TRICHIRAPALLI,2,2,Semi-Urban,38,TAMILNADU,26,THANJAVUR,,9080243,AYYAMPETTAI
14441,THEVARAM,3,CHENNAI,2,5,MADURAI,4,2,Semi-Urban,38,TAMILNADU,31,THENI,,9420483,THEVARAM(TP)
14442,GUDALUR,3,CHENNAI,2,5,MADURAI,4,2,Semi-Urban,38,TAMILNADU,31,THENI,,9420094,GUDALUR
14462,VADASERY,3,CHENNAI,2,5,MADURAI,5,1,Rural,38,TAMILNADU,8,KANYAKUMARI,,9360822,VADASERY
14463,MUTHUNAGAR,3,CHENNAI,2,5,MADURAI,2,3,Urban,38,TAMILNADU,3,THUTHUKUDI,,9330007,THOOTHUKKUDI
14464,KEELAPAVUR,3,CHENNAI,2,5,MADURAI,3,2,Semi-Urban,38,TAMILNADU,30,TIRUNELVELI,,9340294, KEEZHAPAVUR
14502,R S MANGALAM,3,CHENNAI,2,6,TRICHIRAPALLI,3,1,Rural,38,TAMILNADU,20,RAMANATHAPURAM,,9320232,THIRUVADANAI
14619,NATRAMPALLI,3,CHENNAI,1,1,CHENNAI-I,4,2,Semi-Urban,38,TAMILNADU,16,VELLORE,,9040222,NATRAMPALLI 
14620,GURUVARAJPALYAM,3,CHENNAI,1,1,CHENNAI-I,4,1,Rural,38,TAMILNADU,16,VELLORE,,9041271,GURUVARAJAPALAYAM 
14621,THAKKOLAM,3,CHENNAI,1,1,CHENNAI-I,4,2,Semi-Urban,38,TAMILNADU,16,VELLORE,,9040412,THAKKOLAM
14622,MICRO FINANCE THIRUVANNAMALAI,3,CHENNAI,1,2,CHENNAI-II,4,3,Urban,38,TAMILNADU,15,THIRUVANNAMALAI,,9190006,TIRUVANNAMALAI
14623,JAMALIA,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
14624,DHASARATHAPURAM,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
14625,KARPAGAM GARDENS,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
14700,UTHUKOTTAI,3,CHENNAI,1,1,CHENNAI-I,3,2,Semi-Urban,38,TAMILNADU,2,TIRUVALLUR,,9020513,UTHUKKOTTAI
14751,RBO-1CHENNAICHENNAI ZONE-I,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
14752,RBO-2CHENNAICHENNAI ZONE-I,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
14753,RBO-1CHENNAICHENNAI ZONE-II,3,CHENNAI,1,2,CHENNAI-II,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
14754,RBO-3CHENNAICHENNAI ZONE-I,3,CHENNAI,1,1,CHENNAI-I,3,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
14755,RBO-2CHINGLEPETCHENNAI ZONE-II,3,CHENNAI,1,2,CHENNAI-II,3,3,Urban,38,TAMILNADU,36,KANCHIPURAM,,9030666,TAMBARAM
14756,RBO-4VELLORECHENNAI ZONE-I,3,CHENNAI,1,1,CHENNAI-I,4,3,Urban,38,TAMILNADU,16,VELLORE,,9040006,VELLORE
14757,RBO-3CHENNAI ZONE-II,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
14759,RBO-1COIMBATORECOIMBATORE ZONE,3,CHENNAI,2,4,COIMBATORE,1,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
14760,RBO-2COIMBATORECOIMBATORE ZONE,3,CHENNAI,2,4,COIMBATORE,3,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
14761,RBO-3SALEMCOIMBATORE ZONE,3,CHENNAI,1,3,SALEM,1,3,Urban,38,TAMILNADU,22,SALEM,,9130008,SALEM
14762,RBO-4COIMBATORECOIMBATORE ZONE,3,CHENNAI,2,4,COIMBATORE,4,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
14763,RBO-1MADURAIMADURAI ZONE,3,CHENNAI,2,5,MADURAI,1,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
14764,RBO-2MADURAIMADURAI ZONE,3,CHENNAI,2,5,MADURAI,2,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
14765,RBO-3TIRUNELVELIMADURAI ZONE,3,CHENNAI,2,5,MADURAI,3,3,Urban,38,TAMILNADU,30,TIRUNELVELI,,9340007,TIRUNELVELI
14766,RBO-4MADURAIMADURAI ZONE,3,CHENNAI,2,5,MADURAI,4,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
14767,RBO-1TIRUCHIRAPALLITIRUCHIRAPALLI ZONE,3,CHENNAI,2,6,TRICHIRAPALLI,1,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9100008,TIRUCHIRAPPALLI
14768,RBO-3TIRUCHIRAPALLITIRUCHIRAPALLI,3,CHENNAI,2,6,TRICHIRAPALLI,3,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9100008,TIRUCHIRAPPALLI
14769,RBO-4PUDUCHERYCHENNAI ZONE-II,3,CHENNAI,1,3,SALEM,3,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,9900007,PONDICHERRY
14770,RBO-2TIRUCHIRAPALLITIRUCHIRAPALLI ZONE,3,CHENNAI,2,6,TRICHIRAPALLI,2,3,Urban,38,TAMILNADU,26,THANJAVUR,,9080007,THANJAVUR
14783,DHALAVOIPURAM,3,CHENNAI,2,5,MADURAI,2,1,Rural,38,TAMILNADU,7,VIRUDUNAGAR,,9260132,DHALAVOIPURAM
14784,KUNNATHUR,3,CHENNAI,2,4,COIMBATORE,4,1,Rural,38,TAMILNADU,5,TIRUPUR,,3050192,KUNNATHUR
14798,MICRO FINANCE COIMBATORE,3,CHENNAI,2,4,COIMBATORE,2,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
14822,MODAKURICHI,3,CHENNAI,2,4,COIMBATORE,3,1,Rural,38,TAMILNADU,32,ERODE,,9240293,MODAKURICHI
14861,MICRO FIN BR PALACODE,3,CHENNAI,1,3,SALEM,4,2,Semi-Urban,38,TAMILNADU,6,DHARMAPURI,,9160073,PALAKKODU
14893,OTA ST THOMAS MOUNT,3,CHENNAI,1,2,CHENNAI-II,3,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030654,ST.THOMAS MOUNT-CUM-PALLAVAR
14955,MADATHUKULAM,3,CHENNAI,2,4,COIMBATORE,4,2,Semi-Urban,38,TAMILNADU,5,TIRUPUR,,3050554,MADATHUKULAM
14956,MOHANUR,3,CHENNAI,2,4,COIMBATORE,3,2,Semi-Urban,38,TAMILNADU,21,NAMAKKAL,,9150233,MOHANUR
14957,PUTHUR EAST,3,CHENNAI,2,4,COIMBATORE,3,1,Rural,38,TAMILNADU,21,NAMAKKAL,,9150681,PUTHUREAST
14961,ALANGANALLUR,3,CHENNAI,2,5,MADURAI,4,2,Semi-Urban,38,TAMILNADU,12,MADURAI,,9300183,ALANGANALLUR
15017,MALUMICHAMPATTI,3,CHENNAI,2,4,COIMBATORE,1,2,Semi-Urban,38,TAMILNADU,4,COIMBATORE,,9201502,MALUMICHAMPATTI
15036,ILAMPILLAI,3,CHENNAI,1,3,SALEM,1,2,Semi-Urban,38,TAMILNADU,22,SALEM,,9130183,ILAMPILLAI
15037,NARASINGAPURAM,3,CHENNAI,1,3,SALEM,1,2,Semi-Urban,38,TAMILNADU,22,SALEM,,9130015,ATTUR
15038,PAPPARAPATTI,3,CHENNAI,1,3,SALEM,4,2,Semi-Urban,38,TAMILNADU,6,DHARMAPURI,,9160153, PAPPARAPATTI
15055,KUNDRATHUR,3,CHENNAI,1,2,CHENNAI-II,3,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030284,KUNDRATHUR
15082,SPECIALISED AGRI COMMERCIAL BRANCHCHENNAI,3,CHENNAI,1,9,BRANCHES UNDER GM,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
15218,ANNUR,3,CHENNAI,2,4,COIMBATORE,2,2,Semi-Urban,38,TAMILNADU,4,COIMBATORE,641002057,9200183,ANNUR
15221,DSSCWELLINGTON,3,CHENNAI,2,4,COIMBATORE,2,2,Semi-Urban,38,TAMILNADU,14,NILGIRIS,,9180074,WELLINGTON
15264,PERUMANALLUR,3,CHENNAI,2,4,COIMBATORE,4,1,Rural,38,TAMILNADU,5,TIRUPUR,,3050501,PERUMANALLUR
15301,THIRUVERUMBUR,3,CHENNAI,2,6,TRICHIRAPALLI,1,2,Semi-Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9100573,THIRUVERUMBUR
15305,ACHARAPAKKAM,3,CHENNAI,1,2,CHENNAI-II,4,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030012,ACHARAPAKKAM
15329,KAVUNDAPADI,3,CHENNAI,2,4,COIMBATORE,3,2,Semi-Urban,38,TAMILNADU,32,ERODE,,9241304,KAVANDAPADI
15418,KARANTHAI(Thanjavur),3,CHENNAI,2,6,TRICHIRAPALLI,2,3,Urban,38,TAMILNADU,26,THANJAVUR,,9080007,THANJAVUR
15419,KARUMANDAPAM,3,CHENNAI,2,6,TRICHIRAPALLI,1,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9100008,TIRUCHIRAPPALLI
15420,MUTHIALPET,3,CHENNAI,1,3,SALEM,3,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,9900007,PONDICHERRY
15440,RACPC ANNA NAGAR,3,CHENNAI,1,1,CHENNAI-I,9,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
15441,RACPC OMR CHENNAI,3,CHENNAI,1,9,BRANCHES UNDER GM,9,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
15472,KOVAIPUDUR,3,CHENNAI,2,4,COIMBATORE,1,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
15491,MADAVARAM,3,CHENNAI,1,1,CHENNAI-I,3,3,Urban,38,TAMILNADU,2,TIRUVALLUR,,9021935,"MADAVARAM (M)	 "
15492,TIRUVERKADU,3,CHENNAI,1,1,CHENNAI-I,3,2,Semi-Urban,38,TAMILNADU,2,TIRUVALLUR,,9020984,TIRUVERKADU
15493,MINJUR,3,CHENNAI,1,1,CHENNAI-I,3,2,Semi-Urban,38,TAMILNADU,2,TIRUVALLUR,,9020324,MINJUR
15516,CONCOR TONDIARPET,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
15569,K PUDUR,3,CHENNAI,2,5,MADURAI,1,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
15570,KOCHADAI,3,CHENNAI,2,5,MADURAI,1,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
15614,EZHUDESAM,3,CHENNAI,2,5,MADURAI,5,2,Semi-Urban,38,TAMILNADU,8,KANYAKUMARI,,9360673,EZHUDESAM
15617,SMECCC EKKADUTHANGAL,3,CHENNAI,1,9,BRANCHES UNDER GM,9,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
15629,SMECC AMBATTUR,3,CHENNAI,1,1,CHENNAI-I,9,4,Metro,38,TAMILNADU,2,TIRUVALLUR,,9021879,CHENNAI 
15633,NAGAL NAGAR,3,CHENNAI,2,6,TRICHIRAPALLI,4,3,Urban,38,TAMILNADU,1,DINDIGUL,,9390006,DINDIGUL
15702,KARAIKUDI BAZAAR,3,CHENNAI,2,6,TRICHIRAPALLI,3,3,Urban,38,TAMILNADU,17,SIVAGANGA,,9220005,KARAIKKUDI
15703,PARAMAKUDI BAZAAR,3,CHENNAI,2,6,TRICHIRAPALLI,3,2,Semi-Urban,38,TAMILNADU,20,RAMANATHAPURAM,,9320005,PARAMAKUDI
15704,SALAIPUDUR,3,CHENNAI,2,4,COIMBATORE,3,1,Rural,38,TAMILNADU,32,ERODE,,9241392,CHENNASAMUDRAM (TP)
15715,PBB BR PONDICHERRY,3,CHENNAI,1,3,SALEM,3,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,9900007,PONDICHERRY
15742,VANIYAMBADI TOWN,3,CHENNAI,1,1,CHENNAI-I,4,2,Semi-Urban,38,TAMILNADU,16,VELLORE,,9040065,VANIYAMBADI
15763,PICHANUR,3,CHENNAI,2,4,COIMBATORE,1,1,Rural,38,TAMILNADU,4,COIMBATORE,,9201492,PICHANUR
15764,CHINNAMPALAYAM,3,CHENNAI,2,4,COIMBATORE,1,1,Rural,38,TAMILNADU,4,COIMBATORE,,9201332,CHINNAMPALAYAM
15797,GUDIMANGALAM,3,CHENNAI,2,4,COIMBATORE,4,1,Rural,38,TAMILNADU,5,TIRUPUR,,3050671,GUDIMANGALAM
15798,VASANTHAPURAM,3,CHENNAI,2,4,COIMBATORE,3,1,Rural,38,TAMILNADU,21,NAMAKKAL,,9150871,VASANTHAPURAM
15799,SOWDARPATTI,3,CHENNAI,2,5,MADURAI,4,1,Rural,38,TAMILNADU,12,MADURAI,,9301281,SOWDARPATTI
15800,BALAKRISHNAPURAM,3,CHENNAI,2,6,TRICHIRAPALLI,4,2,Semi-Urban,38,TAMILNADU,1,DINDIGUL,,9391143,BALAKRISHNAPURAM (CT)
15801,VADAGARAI,3,CHENNAI,2,5,MADURAI,4,1,Rural,38,TAMILNADU,31,THENI,,9420642,VADAGARAI
15822,VALAJANAGARAM (ARIYALUR),3,CHENNAI,1,5,MADURAI,2,2,Semi-Urban,38,TAMILNADU,38,ARIYALUR,,2610264,ARIYALUR
15824,KRISHNARAYAPURAM,3,CHENNAI,2,6,TRICHIRAPALLI,4,2,Semi-Urban,38,TAMILNADU,9,KARUR,,9120163,KRISHNARAYAPURAM
15825,NAGAPATTINAM TOWN,3,CHENNAI,2,6,TRICHIRAPALLI,5,3,Urban,38,TAMILNADU,19,NAGAPATTINAM,,9090005,NAGAPATTINAM
15826,PANRUTI BAZAAR,3,CHENNAI,1,3,SALEM,3,2,Semi-Urban,38,TAMILNADU,24,CUDDALORE,,9060125,PANRUTI
15842,BHUVANAGIRICHIDAMBRAM,3,CHENNAI,1,3,SALEM,3,2,Semi-Urban,38,TAMILNADU,24,CUDDALORE,,9060043,BHUVANAGIRI
15843,ADMINISTRATIVE OFFICE ZONEII -CHENNAI,3,CHENNAI,1,2,CHENNAI-II,9,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
15844,RBO-5 CHENNAI ZONE-I,3,CHENNAI,1,3,SALEM,4,3,Urban,38,TAMILNADU,16,VELLORE,,9000009,CHENNAI
15845,RBO-5 PUDUCHERYCHENNAI ZONE-II,3,CHENNAI,1,5,MADURAI,2,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,9900007,PONDICHERRY
15847,CAC ADYAR,3,CHENNAI,1,9,BRANCHES UNDER GM,9,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
15854,SARBCHINGLEPUT,3,CHENNAI,1,2,CHENNAI-II,4,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,,
15879,VARSANADU,3,CHENNAI,2,5,MADURAI,4,2,Semi-Urban,38,TAMILNADU,31,THENI,,9420473,ANDIPATTI
15880,SANARPATTI,3,CHENNAI,2,6,TRICHIRAPALLI,4,1,Rural,38,TAMILNADU,1,DINDIGUL,,9390542, SHANARPATTI
15881,THOPPAMPATTY,3,CHENNAI,2,6,TRICHIRAPALLI,4,1,Rural,38,TAMILNADU,1,DINDIGUL,,9391081, THOPPAMPATTI
15896,COLLECTORATE BRANCHSALEM,3,CHENNAI,1,3,SALEM,1,3,Urban,38,TAMILNADU,22,SALEM,,9130008,SALEM
15899,KILARASAMPATTU,3,CHENNAI,1,1,CHENNAI-I,4,1,Rural,38,TAMILNADU,16,VELLORE,,9041371,KIL ARASAMPATTU
15900,VELLALUR,3,CHENNAI,2,4,COIMBATORE,1,2,Semi-Urban,38,TAMILNADU,4,COIMBATORE,,9200163,VELLALUR
15915,CAC TIRUPPUR,3,CHENNAI,2,2,CHENNAI-II,9,3,Urban,38,TAMILNADU,5,TIRUPUR,,3050387,TIRUPPUR
15983,KEEZHANATHAM,3,CHENNAI,2,5,MADURAI,3,2,Semi-Urban,38,TAMILNADU,30,TIRUNELVELI,,9341651, KEELANATHAM 
15984,THIRUMALAI NAGAR,3,CHENNAI,1,1,CHENNAI-I,3,4,Metro,38,TAMILNADU,2,TIRUVALLUR,,9000009,CHENNAI
15985,PANAMPATTU,3,CHENNAI,1,5,MADURAI,2,1,Rural,38,TAMILNADU,34,VILLUPURAM,,9400402,KOLIYANUR
16100,SATHY ROADERODE,3,CHENNAI,2,4,COIMBATORE,3,3,Urban,38,TAMILNADU,32,ERODE,,9240126,ERODE
16114,K K NAGAR MADURAI,3,CHENNAI,2,5,MADURAI,1,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
16117,VILLUPURAM MEDICAL COLLEGE,3,CHENNAI,1,5,MADURAI,2,1,Rural,38,TAMILNADU,34,VILLUPURAM,,9400661,MUNDIYAMPAKKAM
16123,SINGAPERUMAL KOIL,3,CHENNAI,1,2,CHENNAI-II,4,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030612,SINGAPERUMALKOIL
16204,MALLASAMUDRAM,3,CHENNAI,2,4,COIMBATORE,3,2,Semi-Urban,38,TAMILNADU,21,NAMAKKAL,,9150183,MALLASAMUDRAM
16205,SOORANAM,3,CHENNAI,2,6,TRICHIRAPALLI,3,1,Rural,38,TAMILNADU,17,SIVAGANGA,,9220581,SOORANAM
16206,SILUKKAPATTI,3,CHENNAI,2,6,TRICHIRAPALLI,3,1,Rural,38,TAMILNADU,17,SIVAGANGA,,9221031, SILUKKAPATTI
16214,DR NATESAN ROAD,3,CHENNAI,1,2,CHENNAI-II,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16262,SPECIALISED CURRENCY ADMIN. BR AMBATTUR,3,CHENNAI,1,1,CHENNAI-I,3,4,Metro,38,TAMILNADU,2,TIRUVALLUR,,9021879,CHENNAI 
16283,THIRU-VI-KA NAGAR,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16284,6TH AVENUEANNA NAGAR,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16285,WALAJABAD,3,CHENNAI,1,2,CHENNAI-II,3,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030723, WALAJABAD
16316,NERKUNDRAM,3,CHENNAI,1,1,CHENNAI-I,3,4,Metro,38,TAMILNADU,27,TIRUVARUR,,9000009,CHENNAI
16317,VIRUDHUNAGAR TOWN,3,CHENNAI,2,5,MADURAI,2,2,Semi-Urban,38,TAMILNADU,7,VIRUDUNAGAR,,9260485,VIRUDHUNAGAR
16318,OTTAPIDARAM,3,CHENNAI,2,5,MADURAI,2,1,Rural,38,TAMILNADU,3,THUTHUKUDI,,9330372,OTTAPPIDARAM
16319,SIVAGANGA COLLECTORATE,3,CHENNAI,2,6,TRICHIRAPALLI,3,2,Semi-Urban,38,TAMILNADU,17,SIVAGANGA,,9220564,SIVAGANGA
16320,PUDUKOTTAI TOWN,3,CHENNAI,2,6,TRICHIRAPALLI,2,3,Urban,38,TAMILNADU,18,PUDUKOTTAI,,9380006,PUDUKKOTTAI
16321,RAJAGOPALAPURAM,3,CHENNAI,2,6,TRICHIRAPALLI,2,3,Urban,38,TAMILNADU,18,PUDUKOTTAI,,9380006,PUDUKKOTTAI
16332,ALAPAKKAM,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9021879,CHENNAI 
16338,NOLAMBUR,3,CHENNAI,1,1,CHENNAI-I,3,4,Metro,38,TAMILNADU,2,TIRUVALLUR,,9000009,CHENNAI
16351,KUMAR NAGAR,3,CHENNAI,2,4,COIMBATORE,4,3,Urban,38,TAMILNADU,5,TIRUPUR,,3050387,TIRUPPUR
16352,NEHRU STREET,3,CHENNAI,2,4,COIMBATORE,4,3,Urban,38,TAMILNADU,5,TIRUPUR,,3050387,TIRUPPUR
16384,KANNAPPA NAGAR,3,CHENNAI,2,4,COIMBATORE,2,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
16387,AGNITIO PARKKANDANCHAVADY,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9031389,CHENNAI 
