BRCODE,BRANCH_NAME,CIRCD,CIRCLE,NETWORK,MODCD,MODULE,REGION,POPCD,POPULATION,STATECD,STATE,DISTCD,DISTRICT,MICR,CENTRECD,CENTERNAME
16391,No.1 TOLLGATE,3,CHENNAI,2,6,TRICHIRAPALLI,1,1,Rural,38,TAMILNADU,28,TIRUCHIRAPALLI,,9101981, KOOTHUR
16392,SUBRAMANIAPURAM,3,CHENNAI,2,6,TRICHIRAPALLI,1,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,620002049,9100008,TIRUCHIRAPPALLI
16393,AIRPORTTIRUCHIRAPALLI,3,CHENNAI,2,6,TRICHIRAPALLI,1,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9100008,TIRUCHIRAPPALLI
16394,PONNAMPATTI,3,CHENNAI,2,6,TRICHIRAPALLI,1,2,Semi-Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9101973, PONNAMPATTI (TP)
16402,PAMMAL,3,CHENNAI,1,2,CHENNAI-II,3,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030504, PAMMAL
16403,AYAPPAKAM,3,CHENNAI,1,1,CHENNAI-I,3,2,Semi-Urban,38,TAMILNADU,2,TIRUVALLUR,,9021702,AYAPPAKKAM
16415,GORIMEDU,3,CHENNAI,1,3,SALEM,1,3,Urban,38,TAMILNADU,22,SALEM,,9130008,SALEM
16416,SALEM NEW BUSSTAND,3,CHENNAI,1,3,SALEM,1,3,Urban,38,TAMILNADU,22,SALEM,,9130008,SALEM
16491,JAIHINDPURAM,3,CHENNAI,2,5,MADURAI,1,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
16492,THERKUVASAL,3,CHENNAI,2,5,MADURAI,1,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
16503,SAMAYANALLUR,3,CHENNAI,2,5,MADURAI,1,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
16520,KARUNGALPALAYAM,3,CHENNAI,2,4,COIMBATORE,3,3,Urban,38,TAMILNADU,32,ERODE,,9240126,ERODE
16521,KOVILPATTI TOWN,3,CHENNAI,2,5,MADURAI,2,2,Semi-Urban,38,TAMILNADU,3,THUTHUKUDI,,9330215,KOVILPATTI
16525,MAHARAJANAGAR,3,CHENNAI,2,5,MADURAI,3,3,Urban,38,TAMILNADU,30,TIRUNELVELI,,9340007,TIRUNELVELI
16526,NRI BRANCHTIRUCHIRAPALLI,3,CHENNAI,2,6,TRICHIRAPALLI,1,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9100008,TIRUCHIRAPPALLI
16539,SAINATHAPURAM,3,CHENNAI,1,1,CHENNAI-I,4,3,Urban,38,TAMILNADU,16,VELLORE,,9040006,VELLORE
16540,TIRUPPATTUR TOWN,3,CHENNAI,1,1,CHENNAI-I,4,2,Semi-Urban,38,TAMILNADU,16,VELLORE,,9040055,TIRUPATHUR
16544,GST ROADCHENNAI,3,CHENNAI,1,2,CHENNAI-II,3,4,Metro,38,TAMILNADU,36,KANCHIPURAM,,9031389,CHENNAI 
16545,KILKATTALAI,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16546,EKKADUTHANGAL,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16547,RAJIV GANDHI SALAICHENNAI,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9031389,CHENNAI 
16548,T.KALLUPATTI,3,CHENNAI,2,5,MADURAI,4,2,Semi-Urban,38,TAMILNADU,12,MADURAI,,9300232,T.KALLUPATTI
16549,PALANI TOWN,3,CHENNAI,2,6,TRICHIRAPALLI,4,2,Semi-Urban,38,TAMILNADU,1,DINDIGUL,,9390425,PALANI
16555,P.H ROAD BRANCH,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16556,WALAJAH ROAD,3,CHENNAI,1,2,CHENNAI-II,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16557,ZAM BAZAAR,3,CHENNAI,1,2,CHENNAI-II,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16558,PALLIKARANAI,3,CHENNAI,1,2,CHENNAI-II,2,2,Semi-Urban,38,TAMILNADU,10,CHENNAI,,9031664,"PALLIKARANAI (TP)	 "
16559,NRI BR VELACHERY (DHANDEESWARAN),3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16560,MOGAPPAIR EAST,3,CHENNAI,1,1,CHENNAI-I,3,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16561,VANAGARAM,3,CHENNAI,1,1,CHENNAI-I,3,4,Metro,38,TAMILNADU,2,TIRUVALLUR,,9000009,CHENNAI
16562,SME BRANCH VILLUPURAM,3,CHENNAI,1,5,MADURAI,2,2,Semi-Urban,38,TAMILNADU,34,VILLUPURAM,,9401305,VILUPPURAM
16563,ARIYANKAUPPAM,3,CHENNAI,1,3,SALEM,3,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,9900007,PONDICHERRY
16564,PONDICHERRY TOWN,3,CHENNAI,1,3,SALEM,3,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,9900007,PONDICHERRY
16573,ATHOOR,3,CHENNAI,2,6,TRICHIRAPALLI,4,1,Rural,38,TAMILNADU,1,DINDIGUL,,9390062,ATTUR
16787,GANGAVALLI,3,CHENNAI,1,3,SALEM,1,2,Semi-Urban,38,TAMILNADU,22,SALEM,,9130313,GANGAVALLI
16788,PARUTHIPATTU,3,CHENNAI,1,1,CHENNAI-I,3,2,Semi-Urban,38,TAMILNADU,2,TIRUVALLUR,,,
16819,AIRFORCE STATION THANJAVUR,3,CHENNAI,2,6,TRICHIRAPALLI,2,3,Urban,38,TAMILNADU,26,THANJAVUR,,9080007,THANJAVUR
16820,RBO IV TIRUCHIRAPALLI,3,CHENNAI,2,6,TRICHIRAPALLI,4,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9100008,TIRUCHIRAPPALLI
16829,KALAYARKOIL,3,CHENNAI,2,6,TRICHIRAPALLI,3,2,Semi-Urban,38,TAMILNADU,17,SIVAGANGA,,9220564,SIVAGANGA
16830,TIRUVARUR TOWN,3,CHENNAI,2,6,TRICHIRAPALLI,5,2,Semi-Urban,38,TAMILNADU,27,TIRUVARUR,,8200283,TIRUVUR
16831,MADUKKUR,3,CHENNAI,2,6,TRICHIRAPALLI,2,2,Semi-Urban,38,TAMILNADU,26,THANJAVUR,,9080113,MADUKKUR
16844,THIYAGADURGAM,3,CHENNAI,1,5,MADURAI,2,2,Semi-Urban,38,TAMILNADU,34,VILLUPURAM,,9401053,THIAGADURGAM
16849,SMETIRUVANNALAMAI,3,CHENNAI,1,2,CHENNAI-II,4,3,Urban,38,TAMILNADU,15,THIRUVANNAMALAI,,9190006,TIRUVANNAMALAI
16854,VILLIYANUR,3,CHENNAI,1,3,SALEM,3,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,9900007,PONDICHERRY
16855, STATION ROAD (WHANNELS RD) EGMORE,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
16900,THIRUKKANUR,3,CHENNAI,1,3,SALEM,3,2,Semi-Urban,92,PONDICHERRY,6,PONDICHERRY,,9900282, MANNADIPET 
16923,TIRUNAGAR,3,CHENNAI,2,5,MADURAI,1,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
16996,SARBTIRUVANNALAMAI,3,CHENNAI,1,9,BRANCHES UNDER GM,4,3,Urban,38,TAMILNADU,15,THIRUVANNAMALAI,,9190006,TIRUVANNAMALAI
17121, KANNANKURICHISALEM,3,CHENNAI,1,3,SALEM,1,3,Urban,38,TAMILNADU,22,SALEM,,9130008,SALEM
17122, KOLATHURSALEM,3,CHENNAI,1,3,SALEM,1,2,Semi-Urban,38,TAMILNADU,22,SALEM,,9130353,KOLATHUR
17123,DOCUMENT ARCHIVAL CENTRE,3,CHENNAI,1,5,MADURAI,9,3,Urban,38,TAMILNADU,22,SALEM,,9130008,SALEM
17124, TUTICORIN TOWN,3,CHENNAI,2,5,MADURAI,2,3,Urban,38,TAMILNADU,3,THUTHUKUDI,,9330007,THOOTHUKKUDI
17181,PADUR,3,CHENNAI,1,2,CHENNAI-II,3,1,Rural,38,TAMILNADU,36,KANCHIPURAM,,9030811,PADUR
17182,URAPAKKAM,3,CHENNAI,1,2,CHENNAI-II,4,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030823,URAPAKKAM
17193, RACPC-MRC NAGARCHENNAI,3,CHENNAI,1,9,BRANCHES UNDER GM,9,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
17247,KORATTUR,3,CHENNAI,1,1,CHENNAI-I,3,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
17280,NGO COLONYTIRUNELVELI,3,CHENNAI,2,5,MADURAI,3,3,Urban,38,TAMILNADU,30,TIRUNELVELI,,9340007,TIRUNELVELI
17281, NAGERCOIL TOWN,3,CHENNAI,2,5,MADURAI,5,3,Urban,38,TAMILNADU,8,KANYAKUMARI,,9360007,NAGERCOIL
17282, MANNARGUDI TOWN,3,CHENNAI,2,6,TRICHIRAPALLI,5,2,Semi-Urban,38,TAMILNADU,27,TIRUVARUR,,9070275,MANNARGUDI
17296,DOCUMENT ARCHIVAL CENTRE (DAC),3,CHENNAI,1,1,CHENNAI-I,4,2,Semi-Urban,38,TAMILNADU,16,VELLORE,,,
17605, UTHUKULI,3,CHENNAI,2,4,COIMBATORE,4,2,Semi-Urban,38,TAMILNADU,5,TIRUPUR,,3050387,TIRUPPUR
17612,MULANUR,3,CHENNAI,2,4,COIMBATORE,4,2,Semi-Urban,38,TAMILNADU,5,TIRUPUR,,3050163,MULANUR
17674, VINAYAGAPURAM,3,CHENNAI,2,4,COIMBATORE,2,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
17676, E-TREASURYCHENNAI,3,CHENNAI,1,2,CHENNAI-II,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
17712,SIVAGANGA MEDICAL COLLEGE BRANCH,3,CHENNAI,2,6,TRICHIRAPALLI,3,2,Semi-Urban,38,TAMILNADU,17,SIVAGANGA,,9220564,SIVAGANGA
17713,BHEL TIRUMAYAM,3,CHENNAI,2,6,TRICHIRAPALLI,2,1,Rural,38,TAMILNADU,18,PUDUKOTTAI,,9380192,TIRUMAYAM
17743,SIVADHAPURAM,3,CHENNAI,1,3,SALEM,1,3,Urban,38,TAMILNADU,22,SALEM,,9130008,SALEM
17767,TAMBARAM TOWN,3,CHENNAI,1,2,CHENNAI-II,3,3,Urban,38,TAMILNADU,36,KANCHIPURAM,,9030666,TAMBARAM
17843, HASTHINAPURAM,3,CHENNAI,1,2,CHENNAI-II,3,1,Rural,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
17871, GANDHI NAGARADYAR CHENNAI,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
17880,INS RAJALI,3,CHENNAI,1,1,CHENNAI-I,4,2,Semi-Urban,38,TAMILNADU,16,VELLORE,,9040045,ARAKONAM
17920,NRI VELLORE,3,CHENNAI,1,1,CHENNAI-I,4,3,Urban,38,TAMILNADU,16,VELLORE,,9040006,VELLORE
17922, ARAKONAM TOWN,3,CHENNAI,1,1,CHENNAI-I,4,2,Semi-Urban,38,TAMILNADU,16,VELLORE,,9040045,ARAKONAM
17931,NRI SALEM,3,CHENNAI,1,3,SALEM,1,3,Urban,38,TAMILNADU,22,SALEM,,9130008,SALEM
17932,ALAGAR KOVIL,3,CHENNAI,2,5,MADURAI,1,1,Rural,38,TAMILNADU,12,MADURAI,,9301531,A.VALAYAPATTI
17933,TIRUPORUR,3,CHENNAI,1,2,CHENNAI-II,3,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030682,THIRUPORUR
17934,THIRUMULLAIVOYAL,3,CHENNAI,1,1,CHENNAI-I,3,3,Urban,38,TAMILNADU,2,TIRUVALLUR,,9020077,AVADI
17935,KARUR TOWN,3,CHENNAI,2,6,TRICHIRAPALLI,4,2,Semi-Urban,38,TAMILNADU,9,KARUR,,9120125,KARUR
17937,AYYAPPANTHANGAL,3,CHENNAI,1,2,CHENNAI-II,3,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,,
17938,RACPC AYYAPPANTHANGAL,3,CHENNAI,1,1,CHENNAI-I,9,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030006,KANCHEEPURAM
17939,BARGUR,3,CHENNAI,1,3,SALEM,4,2,Semi-Urban,38,TAMILNADU,35,KRISHNAGIRI,,1180063,BARGUR
17987,SATHANKULAM,3,CHENNAI,2,5,MADURAI,2,2,Semi-Urban,38,TAMILNADU,3,THUTHUKUDI,,9330503,SATHANKULAM
18063, PATTUKOTTAI TOWN,3,CHENNAI,2,6,TRICHIRAPALLI,2,2,Semi-Urban,38,TAMILNADU,26,THANJAVUR,,9080135,PATTUKKOTTAI
18068,SUNGUVARCHATRAM,3,CHENNAI,1,2,CHENNAI-II,3,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,,
18107,LAKSHMIPURAM,3,CHENNAI,2,5,MADURAI,4,1,Rural,38,TAMILNADU,31,THENI,,9420005,THENI ALLINAGARAM
18111,GANDHI GRAMAM-KARUR,3,CHENNAI,2,6,TRICHIRAPALLI,4,2,Semi-Urban,38,TAMILNADU,9,KARUR,,9120125,KARUR
18112,VENGAMEDU,3,CHENNAI,2,6,TRICHIRAPALLI,4,2,Semi-Urban,38,TAMILNADU,9,KARUR,,9120125,KARUR
18158,ANDALPURAM,3,CHENNAI,2,5,MADURAI,1,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
18164,NAZARETH,3,CHENNAI,2,5,MADURAI,2,2,Semi-Urban,38,TAMILNADU,12,MADURAI,,9330353,NAZERATH
18169,SWAMIMALAI,3,CHENNAI,2,6,TRICHIRAPALLI,2,1,Rural,38,TAMILNADU,26,THANJAVUR,,9080462,SWAMIMALAI
18172,RBO-6 TIRUVANNAMALAI,3,CHENNAI,1,2,CHENNAI-II,4,3,Urban,38,TAMILNADU,15,THIRUVANNAMALAI,,9190006,TIRUVANNAMALAI
18177,SEMBANARKOIL,3,CHENNAI,2,6,TRICHIRAPALLI,5,1,Rural,38,TAMILNADU,19,NAGAPATTINAM,,9090651,SEMBANARKOIL
18178,VALANGAIMAN,3,CHENNAI,2,6,TRICHIRAPALLI,5,2,Semi-Urban,38,TAMILNADU,27,TIRUVARUR,,9070053,VALANGAIMAN
18191,BHARATHI NAGARRAMANATHAPURAM,3,CHENNAI,2,6,TRICHIRAPALLI,3,2,Semi-Urban,38,TAMILNADU,20,RAMANATHAPURAM,,,
18203,MUTHUR,3,CHENNAI,2,4,COIMBATORE,4,2,Semi-Urban,38,TAMILNADU,5,TIRUPUR,,,
18220,VARATHARAJAPURAM,3,CHENNAI,2,4,COIMBATORE,1,4,Metro,38,TAMILNADU,4,COIMBATORE,641002073,9200008,COIMBATORE
18226,S C A B TIRUCHIRAPALLI,3,CHENNAI,2,6,TRICHIRAPALLI,9,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9100008,TIRUCHIRAPPALLI
18227,RAMAPURAM,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
18228,HNI ASHOK NAGAR,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
18229,VALASARAVAKKAM,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
18246,PICHAMPALAYAM PUDUR TIRUPUR,3,CHENNAI,2,4,COIMBATORE,4,3,Urban,38,TAMILNADU,4,COIMBATORE,,,
18247,NAGAMALAI PUDUKOTTAI,3,CHENNAI,2,5,MADURAI,1,2,Semi-Urban,38,TAMILNADU,12,MADURAI,,,
18265,DINDIGUL TOWN,3,CHENNAI,2,6,TRICHIRAPALLI,4,3,Urban,38,TAMILNADU,1,DINDIGUL,,9390006,DINDIGUL
18271,PALAVAKKAM,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9031389,CHENNAI 
18272,KOTIVAKKAM,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9031389,CHENNAI 
18288,MELAKALKANDARKOTTAI,3,CHENNAI,2,6,TRICHIRAPALLI,1,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,9100008,TIRUCHIRAPPALLI
18290,KOTTAKUPPAM,3,CHENNAI,1,5,MADURAI,2,2,Semi-Urban,38,TAMILNADU,34,VILLUPURAM,,9400464,KOTTAKUPPAM 
18292,MTH ROADAVADI,3,CHENNAI,1,1,CHENNAI-I,3,3,Urban,38,TAMILNADU,2,TIRUVALLUR,,,
18316,SME BRANCH SIVAKASI,3,CHENNAI,2,5,MADURAI,9,2,Semi-Urban,38,TAMILNADU,7,VIRUDUNAGAR,,9260385,SIVAKASI
18326,SIRUTHOZHIL BRNACH THENI,3,CHENNAI,2,5,MADURAI,9,2,Semi-Urban,38,TAMILNADU,31,THENI,,9420005,THENI ALLINAGARAM
18327,ELLIS NAGAR MADURAI,3,CHENNAI,2,5,MADURAI,1,4,Metro,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
18343,KULASEKARAM,3,CHENNAI,2,5,MADURAI,5,2,Semi-Urban,38,TAMILNADU,8,KANYAKUMARI,,9360773,KULASEKARAPURAM (TP) 
18365,KANDAGAI,3,CHENNAI,1,2,CHENNAI-II,3,1,Rural,38,TAMILNADU,36,KANCHIPURAM,,,
18370,KILVELUR,3,CHENNAI,2,6,TRICHIRAPALLI,5,1,Rural,38,TAMILNADU,19,NAGAPATTINAM,,9090262,KILVELUR 
18379,THEEVATTIPATTI,3,CHENNAI,1,3,SALEM,1,2,Semi-Urban,38,TAMILNADU,22,SALEM,,9131092,KADAYAMPATTI 
18393,ARCOT ROADPORUR,3,CHENNAI,1,1,CHENNAI-I,3,2,Semi-Urban,38,TAMILNADU,2,TIRUVALLUR,,,
18394,MEDAVAKKAM,3,CHENNAI,1,2,CHENNAI-II,3,2,Semi-Urban,38,TAMILNADU,36,KANCHIPURAM,,9030912,MEDAVAKKAM 
18402,KONGANAPURAM,3,CHENNAI,1,3,SALEM,1,1,Rural,38,TAMILNADU,22,SALEM,,,
18529,SME RAJAJI SALAI,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
18571,AVIYUR,3,CHENNAI,2,5,MADURAI,2,1,Rural,38,TAMILNADU,7,VIRUDUNAGAR,,9261031,AVIYOOR
18572,DAC PONDICHERRY,3,CHENNAI,1,5,MADURAI,4,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,9900007,PONDICHERRY
18579,TRUSTPURAM KODAMBAKKAM,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
18613,THIRUKATTUPALLI,3,CHENNAI,2,6,TRICHIRAPALLI,2,2,Semi-Urban,38,TAMILNADU,26,THANJAVUR,,9080483,THIRUKKATTUPALLI 
18615,MAYILADUTHURAI TOWN,3,CHENNAI,2,6,TRICHIRAPALLI,5,2,Semi-Urban,38,TAMILNADU,19,NAGAPATTINAM,,9090445,MAYILADUTHURAI
18637,MOOLAKADAI,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,,
18642,CHITODE,3,CHENNAI,2,4,COIMBATORE,3,1,Rural,38,TAMILNADU,32,ERODE,,9200008,COIMBATORE
18664,PETTAVAITHALAI,3,CHENNAI,2,6,TRICHIRAPALLI,1,1,Rural,38,TAMILNADU,28,TIRUCHIRAPALLI,,,
18667,WASHERMANPET,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,,
18668,MTH ROAD VILLIVAKKAM,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,,
18669,TENKASI TOWN,3,CHENNAI,2,5,MADURAI,3,2,Semi-Urban,38,TAMILNADU,30,TIRUNELVELI,,9340065,TENKASI
18670,ALANGULAM,3,CHENNAI,2,5,MADURAI,3,2,Semi-Urban,38,TAMILNADU,30,TIRUNELVELI,,9340563,ALANGULAM 
18687,MINSURITTI,3,CHENNAI,1,5,MADURAI,2,1,Rural,38,TAMILNADU,38,ARIYALUR,,2610194,JAYANKONDAM
18714,VELLORE FORT CITY VELOORE,3,CHENNAI,1,1,CHENNAI-I,4,3,Urban,38,TAMILNADU,16,VELLORE,,9040006,VELLORE
18724,CENTRAL UNIVERSITY OF TAMILNADU NEELAKUDI CAMPUS,3,CHENNAI,2,6,TRICHIRAPALLI,5,1,Rural,38,TAMILNADU,27,TIRUVARUR,,,
18725,NACHIYARKOIL,3,CHENNAI,2,6,TRICHIRAPALLI,2,1,Rural,38,TAMILNADU,26,THANJAVUR,,,
18726,R B O NAGAPATTINAM,3,CHENNAI,2,6,TRICHIRAPALLI,5,3,Urban,38,TAMILNADU,19,NAGAPATTINAM,,9090005,NAGAPATTINAM
18728,R B O 2 COIMBATORE,3,CHENNAI,2,4,COIMBATORE,2,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
18734,PBB BRANCH TIRUTTANI,3,CHENNAI,1,1,CHENNAI-I,3,2,Semi-Urban,38,TAMILNADU,2,TIRUVALLUR,,,
18751,ERUMAIPATTI,3,CHENNAI,2,4,COIMBATORE,3,1,Rural,38,TAMILNADU,21,NAMAKKAL,,,
18867,SIRUVALLUR ROAD PERAMBUR,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,,
18968,MANAMELKUDI,3,CHENNAI,2,6,TRICHIRAPALLI,2,1,Rural,38,TAMILNADU,18,PUDUKOTTAI,,,
18969,VALIGANDAPURAM,3,CHENNAI,1,5,MADURAI,2,1,Rural,38,TAMILNADU,33,PERAMBALUR,,9140374,PERAMBALUR
18977,KEELAPALUR,3,CHENNAI,1,5,MADURAI,2,1,Rural,38,TAMILNADU,38,ARIYALUR,,,
18984,VEERAPANJAN,3,CHENNAI,2,5,MADURAI,1,2,Semi-Urban,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
19004,sbiINTOUCH BRANCH EXPRESS AVENUE MALL CHENNA,3,CHENNAI,1,2,CHENNAI-II,1,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
19013,sbiINTOUCH VELACHERRY CHENNAI,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
19067,sbiINTOUCH HARRINGTON ROAD CHENNAI,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9000009,CHENNAI
19073,sbiINTOUCH PONDICHERRY,3,CHENNAI,1,3,SALEM,3,3,Urban,92,PONDICHERRY,6,PONDICHERRY,,9900007,PONDICHERRY
19082,sbiINTOUCH PEELAMEDU,3,CHENNAI,2,4,COIMBATORE,1,4,Metro,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
19143,sbiINTOUCH TIRUCHIRAPALLY,3,CHENNAI,2,6,TRICHIRAPALLI,1,3,Urban,38,TAMILNADU,28,TIRUCHIRAPALLI,,,
19166,sbiINTOUCH R K SALAI CHENNAI,3,CHENNAI,1,2,CHENNAI-II,1,4,Metro,38,TAMILNADU,10,CHENNAI,,,
19200,sbiINTOUCH MUGAPPAIR,3,CHENNAI,1,1,CHENNAI-I,3,3,Urban,38,TAMILNADU,2,TIRUVALLUR,,,
19201,sbiINTOUCH BYE PASS ROAD MADUR,3,CHENNAI,2,5,MADURAI,1,3,Urban,38,TAMILNADU,12,MADURAI,,9300008,MADURAI
19216,sbiINTOUCH VELLORE,3,CHENNAI,1,1,CHENNAI-I,4,3,Urban,38,TAMILNADU,34,VILLUPURAM,,,
19217,sbiINTOUCH TARAMANICHENNAI,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,9021878, CHENNAI (M.CORP)
19225,sbiINTOUCH SARAVANAMPATTI,3,CHENNAI,2,4,COIMBATORE,2,2,Semi-Urban,38,TAMILNADU,4,COIMBATORE,,9200008,COIMBATORE
19230,sbiINTOUCH SALEM,3,CHENNAI,1,3,SALEM,1,3,Urban,38,TAMILNADU,22,SALEM,,9130008,SALEM
19237,sbiINTOUCH EGMORE,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,,
19241,sbiINTOUCH ANNA NAGAR,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,,
19242,sbiINTOUCH ROUNDTANA ANNA NAGAR,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,,,
19246,sbiINTOUCHPERUNGUDI,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,36,KANCHIPURAM,,,
19248,sbiINTOUCHGUINDY,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,,,
19249,sbiINTOUCHSELAIYUR,3,CHENNAI,1,2,CHENNAI-II,3,4,Metro,38,TAMILNADU,36,KANCHIPURAM,,,
20242,SECOND LINE BEACH - CHENNAI,3,CHENNAI,1,1,CHENNAI-I,1,4,Metro,38,TAMILNADU,10,CHENNAI,600004002,,
20243,GREAMS ROADCHENNAI,3,CHENNAI,1,2,CHENNAI-II,1,4,Metro,38,TAMILNADU,10,CHENNAI,600004006,,
20252,CHITRAKULAM BRANCHMYLAPORE,3,CHENNAI,1,2,CHENNAI-II,1,4,Metro,38,TAMILNADU,10,CHENNAI,600004005,,
20289,PANAGAL PARK BRANCHT NAGAR,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,600004007,,
20290,INDIRA NAGAR - CHENNAI,3,CHENNAI,1,2,CHENNAI-II,2,4,Metro,38,TAMILNADU,10,CHENNAI,600004004,,
20352,HARRINGTON ROAD CHENNAI,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,600004003,,
20403,SOLUR,3,CHENNAI,1,1,CHENNAI-I,4,3,Urban,38,TAMILNADU,16,VELLORE,635004302,,
20430,VOC PARK BRANCHCOIMBATORE,3,CHENNAI,2,4,COIMBATORE,1,4,Metro,38,TAMILNADU,4,COIMBATORE,641004002,,
20641,MOUNT ROAD - CHENNAI,3,CHENNAI,1,2,CHENNAI-II,1,4,Metro,38,TAMILNADU,10,CHENNAI,600004008,,
20732,JAWAHARLAL NEHRU ROADKOYAMBEDU,3,CHENNAI,1,1,CHENNAI-I,2,4,Metro,38,TAMILNADU,10,CHENNAI,600004009,,
20741,IFB CHENNAI,3,CHENNAI,1,1,CHENNAI-I,9,4,Metro,38,TAMILNADU,10,CHENNAI,600004010,,
20778,U BLOCK KOVAIPUDUR,3,CHENNAI,2,4,COIMBATORE,1,2,Semi-Urban,38,TAMILNADU,4,COIMBATORE,641004003,,
